,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
3556,bad,1,rent,36,28,married,yes_rec,fixed,47,122,0,0,950,1100
3557,good,15,other,36,39,separated,no_rec,fixed,45,116,4000,0,600,1196
3558,good,4,owner,60,25,single,no_rec,freelance,35,100,25000,0,2250,2270
3559,bad,3,parents,60,27,single,yes_rec,fixed,35,117,0,0,1500,2190
3560,good,6,owner,60,35,married,no_rec,fixed,60,135,4500,1000,1658,1675
3561,good,16,parents,48,31,single,yes_rec,fixed,35,72,0,0,850,1228
3562,good,5,owner,60,41,married,no_rec,fixed,60,266,14800,0,2500,2600
3563,good,31,owner,60,58,married,no_rec,fixed,60,293,8000,0,1500,1655
3564,good,38,owner,24,56,married,yes_rec,fixed,75,98,7000,0,300,1308
3565,good,1,parents,60,26,single,no_rec,fixed,35,57,0,0,1200,1512
3566,good,17,owner,60,44,married,no_rec,fixed,45,116,3000,0,800,1654
3567,good,17,rent,60,52,married,no_rec,fixed,65,200,0,0,1400,1407
3568,good,22,owner,60,54,married,no_rec,fixed,35,104,3000,0,1050,1282
3569,bad,11,other,60,48,married,no_rec,fixed,75,225,0,0,1300,1550
3570,good,5,owner,18,28,married,no_rec,fixed,35,141,5500,0,650,1258
3571,bad,1,rent,36,37,married,no_rec,partime,75,145,0,0,1100,1871
3572,bad,1,parents,48,36,married,no_rec,partime,60,45,0,0,1200,1401
3573,good,14,rent,60,38,married,no_rec,fixed,75,146,0,0,1350,1413
3574,good,0,parents,60,34,married,no_rec,fixed,45,225,8000,2300,800,1850
3575,good,20,owner,48,60,married,no_rec,freelance,35,142,12000,0,500,1154
3576,good,7,owner,60,53,married,no_rec,fixed,45,161,6000,2000,1000,1460
3577,good,2,parents,12,26,single,no_rec,fixed,35,105,0,0,360,1258
3578,good,5,owner,60,49,married,no_rec,fixed,35,121,3000,0,1200,1642
3579,bad,4,rent,60,37,single,yes_rec,fixed,79,436,0,0,1500,1550
3580,good,0,owner,24,30,married,no_rec,partime,60,76,4500,0,400,450
3581,bad,0,parents,12,23,single,no_rec,partime,35,37,2500,0,120,300
3582,good,15,owner,60,53,married,no_rec,freelance,45,148,6000,0,1000,1330
3583,good,2,parents,60,24,single,no_rec,freelance,35,214,7000,2400,2000,2570
3584,good,1,owner,48,35,married,no_rec,freelance,90,174,11900,0,900,1220
3585,good,0,owner,60,49,married,no_rec,fixed,60,400,5000,0,1200,1283
3586,good,4,priv,60,37,married,no_rec,freelance,75,120,10500,1500,1200,1341
3587,bad,11,rent,48,53,married,yes_rec,fixed,81,210,0,0,1260,1538
3588,bad,0,rent,36,33,married,yes_rec,partime,76,155,0,0,440,440
3589,good,2,parents,48,22,single,no_rec,fixed,35,185,0,0,1000,2130
3590,good,3,rent,36,23,single,no_rec,fixed,59,244,3100,0,700,1199
3591,bad,7,rent,60,39,married,no_rec,fixed,103,130,0,0,950,1215
3592,good,12,owner,60,28,married,no_rec,fixed,45,167,3000,1750,250,1188
3593,good,15,rent,36,36,married,no_rec,fixed,60,145,0,0,900,1621
3594,good,0,parents,60,21,single,no_rec,others,35,149,3000,0,1400,1829
3595,bad,0,owner,60,33,separated,no_rec,partime,35,78,0,0,1030,1197
3596,good,8,rent,60,56,married,no_rec,fixed,62,266,5000,0,1000,1149
3597,bad,2,parents,24,35,married,no_rec,fixed,45,175,0,0,1000,2393
3598,good,23,owner,36,41,married,no_rec,fixed,60,169,37000,180,1000,1457
3599,good,28,owner,36,46,married,no_rec,fixed,75,170,6000,0,750,800
3600,good,16,owner,36,55,married,no_rec,fixed,35,140,6000,0,1100,2136
3601,good,7,owner,60,44,married,no_rec,fixed,90,271,11000,5500,800,945
3602,good,2,parents,48,25,single,no_rec,fixed,35,91,0,0,900,1763
3603,good,20,rent,60,54,married,no_rec,fixed,43,75,0,0,800,1263
3604,bad,0,other,30,21,single,no_rec,partime,35,162,0,0,400,400
3605,good,10,parents,48,28,single,no_rec,fixed,35,135,6000,0,1500,2164
3606,good,5,parents,12,32,married,no_rec,freelance,35,147,0,0,300,750
3607,bad,2,owner,36,30,single,no_rec,freelance,35,177,6500,2300,1750,2750
3608,good,7,other,24,30,single,no_rec,fixed,35,102,0,0,400,1541
3609,good,1,parents,60,21,single,no_rec,fixed,35,200,0,0,900,1088
3610,good,14,other,60,30,married,no_rec,fixed,45,130,0,0,1500,2414
3611,bad,0,ignore,60,26,married,no_rec,partime,45,150,5000,0,1300,1429
3612,good,3,owner,60,38,married,no_rec,fixed,75,125,9000,0,1250,1415
3613,good,15,owner,60,32,married,no_rec,fixed,45,108,4500,0,1100,1213
3614,good,10,rent,30,51,married,no_rec,fixed,60,150,0,0,1300,1378
3615,good,4,owner,36,38,married,no_rec,freelance,35,142,4000,0,800,970
3616,good,0,rent,60,30,married,no_rec,fixed,64,188,0,0,1400,1475
3617,good,0,parents,48,27,single,no_rec,partime,35,140,0,0,700,750
3618,good,2,owner,36,60,married,no_rec,fixed,35,122,3000,0,825,900
3619,good,14,owner,48,48,married,no_rec,fixed,45,112,6000,0,800,1037
3620,bad,2,parents,60,22,single,yes_rec,fixed,35,110,0,0,1360,1435
3621,good,3,owner,36,47,married,no_rec,freelance,60,106,10000,0,800,1649
3622,good,32,owner,48,46,married,no_rec,fixed,45,150,8000,0,1000,1093
3623,bad,1,other,48,27,single,yes_rec,partime,35,105,0,0,1300,1533
3624,good,14,owner,48,41,married,yes_rec,fixed,75,72,4000,0,800,1117
3625,good,13,owner,48,45,married,no_rec,fixed,45,106,4000,0,400,1615
3626,good,16,owner,12,56,married,no_rec,freelance,45,65,17000,0,650,1665
3627,bad,7,priv,60,36,married,yes_rec,fixed,60,300,7000,0,2000,2485
3628,bad,14,rent,60,41,married,no_rec,fixed,54,92,0,0,1450,1482
3629,good,14,priv,24,54,married,no_rec,fixed,45,100,9000,0,650,1150
3630,good,15,owner,60,38,married,no_rec,fixed,45,118,4000,2600,1250,1616
3631,bad,11,rent,60,38,married,no_rec,fixed,82,71,0,0,900,977
3632,good,4,owner,48,35,married,no_rec,freelance,60,66,8000,0,1000,1613
3633,good,2,parents,60,24,single,no_rec,fixed,35,101,0,0,1600,1600
3634,good,3,owner,60,30,married,no_rec,fixed,60,164,4500,0,800,975
3635,good,1,owner,60,30,single,yes_rec,freelance,35,57,4000,2100,1500,1950
3636,good,20,owner,48,53,married,no_rec,freelance,35,159,6000,0,1157,1200
3637,good,20,owner,60,46,married,no_rec,fixed,35,140,9000,0,800,1300
3638,good,22,owner,48,40,married,no_rec,fixed,45,180,1,0,1200,2206
3639,good,3,parents,18,24,single,no_rec,fixed,35,80,0,0,200,350
3640,bad,11,owner,48,36,married,yes_rec,fixed,35,81,5000,2000,570,1177
3641,good,1,other,24,24,single,no_rec,fixed,35,114,0,0,400,550
3642,good,9,owner,60,39,married,no_rec,fixed,35,350,8000,0,1250,1304
3643,bad,0,other,60,32,single,no_rec,fixed,35,73,1,0,1580,1785
3644,good,10,owner,60,37,married,yes_rec,freelance,60,107,20000,600,1000,1175
3645,good,22,owner,60,42,married,yes_rec,fixed,45,120,5000,0,1350,1650
3646,good,5,rent,48,48,married,yes_rec,fixed,46,110,0,0,600,1100
3647,bad,0,owner,60,42,married,yes_rec,partime,35,130,7000,3000,950,950
3648,bad,3,rent,48,25,married,yes_rec,freelance,35,78,0,0,1300,1361
3649,good,8,owner,60,42,single,no_rec,fixed,35,96,2500,0,1500,1520
3650,good,23,owner,24,47,married,no_rec,fixed,35,114,3000,0,400,765
3651,good,6,rent,36,24,married,no_rec,fixed,63,175,0,0,650,750
3652,bad,5,owner,60,39,single,yes_rec,freelance,75,72,42,0,1000,1042
3653,good,6,parents,18,27,single,no_rec,freelance,35,140,0,0,600,2724
3654,good,7,rent,36,49,married,no_rec,fixed,57,115,0,0,675,675
3655,bad,1,other,36,23,single,no_rec,partime,35,66,0,0,450,500
3656,good,5,owner,60,32,married,no_rec,fixed,35,124,4000,0,2000,3400
3657,bad,26,priv,60,41,separated,yes_rec,fixed,35,201,4700,3100,2400,2700
3658,bad,1,parents,60,20,single,no_rec,partime,35,80,0,0,1300,1525
3659,good,5,priv,60,31,married,no_rec,fixed,35,90,3000,0,900,1152
3660,good,22,owner,48,48,married,no_rec,fixed,60,110,3000,0,1000,1460
3661,good,20,owner,36,49,married,no_rec,fixed,45,122,9000,0,1100,1794
3662,good,7,owner,60,35,married,yes_rec,fixed,45,315,10000,4000,2400,2432
3663,good,1,rent,36,27,single,no_rec,fixed,62,270,0,0,600,825
3664,good,7,parents,24,40,married,no_rec,fixed,60,200,10000,0,1000,3429
3665,bad,5,other,24,25,married,no_rec,fixed,60,95,0,0,500,750
3666,good,7,priv,60,32,married,no_rec,fixed,60,242,3500,2000,1000,2236
3667,good,16,owner,48,48,married,no_rec,freelance,35,364,5000,0,900,1077
3668,good,5,owner,24,38,married,no_rec,freelance,60,182,5000,0,1250,2724
3669,good,3,owner,12,24,single,yes_rec,fixed,35,105,6000,0,500,1138
3670,good,0,owner,12,36,married,no_rec,freelance,45,91,8000,0,1300,1591
3671,good,16,owner,48,40,married,no_rec,fixed,60,225,20000,3000,700,834
3672,good,17,other,48,62,single,no_rec,fixed,35,100,0,0,900,1000
3673,bad,0,rent,60,33,married,no_rec,partime,54,85,0,0,1300,1797
3674,good,0,owner,48,63,married,no_rec,others,35,100,6000,2900,1000,1439
3675,good,8,owner,60,51,married,no_rec,fixed,45,250,4000,0,1000,1250
3676,bad,3,rent,60,22,married,no_rec,fixed,60,150,0,0,950,1945
3677,good,6,owner,24,39,married,no_rec,freelance,60,178,18000,0,1000,2099
3678,good,20,owner,60,63,married,no_rec,fixed,45,256,7000,0,1000,1500
3679,good,16,priv,48,34,married,no_rec,fixed,60,85,2000,0,800,1866
3680,good,0,owner,60,24,single,no_rec,others,35,82,10000,0,1600,1680
3681,good,5,owner,36,52,married,no_rec,fixed,35,220,12000,5000,1250,1542
3682,bad,1,owner,36,45,married,yes_rec,freelance,75,59,4000,0,800,800
3683,good,1,parents,36,20,single,no_rec,fixed,35,61,0,0,800,995
3684,bad,5,rent,60,31,married,yes_rec,fixed,69,88,0,0,1200,1200
3685,bad,15,other,60,46,married,yes_rec,freelance,35,244,8000,0,2250,2758
3686,good,2,owner,36,24,married,yes_rec,fixed,35,160,3100,400,800,1928
3687,good,1,rent,36,46,married,no_rec,fixed,57,119,0,0,600,800
3688,bad,18,rent,24,35,married,no_rec,partime,96,63,0,0,600,888
3689,good,20,owner,36,48,married,no_rec,fixed,45,257,3000,0,900,1193
3690,good,10,rent,18,34,divorced,no_rec,fixed,54,189,0,0,800,2215
3691,bad,11,rent,24,38,married,yes_rec,fixed,72,123,0,0,270,1676
3692,bad,0,parents,60,36,single,no_rec,fixed,35,130,0,0,1600,1678
3693,bad,1,rent,60,22,single,no_rec,fixed,46,113,0,0,1600,1989
3694,good,36,owner,60,55,married,no_rec,fixed,45,102,12000,0,2000,2684
3695,good,2,priv,24,51,married,no_rec,freelance,45,54,10500,0,600,943
3696,good,11,rent,18,28,married,yes_rec,freelance,64,190,2000,0,700,1224
3697,good,8,owner,36,31,married,no_rec,fixed,45,110,5000,2000,540,1102
3698,good,2,owner,36,28,married,no_rec,fixed,45,80,2000,0,550,1572
3699,good,4,rent,36,38,married,no_rec,fixed,55,98,0,0,350,850
3700,good,3,owner,24,43,married,no_rec,freelance,75,237,3000,0,650,1548
3701,good,4,owner,60,32,married,no_rec,fixed,60,147,3500,0,830,935
3702,good,3,owner,60,38,single,no_rec,fixed,35,250,5000,0,1500,1934
3703,bad,1,parents,48,18,single,no_rec,partime,45,95,4000,0,600,1472
3704,good,16,owner,36,55,married,yes_rec,fixed,60,230,5000,0,1200,1460
3705,good,1,owner,18,38,married,no_rec,others,35,106,4000,0,480,1059
3706,good,12,owner,36,38,married,no_rec,fixed,60,130,5000,0,700,950
3707,good,18,owner,60,48,married,no_rec,fixed,45,104,5500,25,800,1021
3708,good,3,priv,18,23,single,no_rec,others,35,206,12000,0,450,1450
3709,good,10,owner,48,50,married,no_rec,freelance,45,128,11500,0,500,1195
3710,good,14,owner,60,43,married,no_rec,fixed,60,120,5000,0,1250,1557
3711,bad,2,parents,36,26,single,no_rec,freelance,35,66,0,0,750,865
3712,good,7,owner,36,23,married,no_rec,fixed,35,247,5000,400,1500,1785
3713,good,5,owner,36,38,married,no_rec,freelance,60,63,4000,0,1050,1443
3714,bad,5,owner,48,39,married,yes_rec,freelance,60,66,10000,0,875,875
3715,good,27,owner,18,48,married,no_rec,freelance,35,70,5000,0,800,1578
3716,good,3,rent,36,30,married,yes_rec,freelance,59,140,0,0,1300,2115
3717,good,2,priv,48,30,married,yes_rec,fixed,45,178,5000,0,1150,1627
3718,good,10,other,60,48,married,no_rec,fixed,35,203,4000,1500,1520,1636
3719,good,16,owner,6,41,married,no_rec,fixed,75,87,3000,0,200,625
3720,good,15,owner,60,39,married,no_rec,freelance,60,555,40000,0,1500,4000
3721,bad,14,owner,36,33,single,no_rec,freelance,35,115,4000,1500,700,1700
3722,good,4,parents,60,25,married,no_rec,freelance,35,95,25000,0,1650,1900
3723,good,3,parents,36,20,single,yes_rec,fixed,35,55,0,0,600,1625
3724,good,2,parents,36,28,single,no_rec,fixed,35,140,1000,0,1000,1693
3725,bad,25,priv,60,56,married,yes_rec,freelance,90,85,3500,0,800,975
3726,good,6,rent,48,26,single,yes_rec,fixed,65,198,0,0,950,1111
3727,good,1,priv,60,27,married,no_rec,freelance,35,130,4650,2850,2000,2240
3728,good,30,owner,12,52,married,no_rec,freelance,45,80,7000,0,1100,2487
3729,good,10,parents,24,33,single,no_rec,freelance,35,200,70000,12000,1100,1457
3730,good,4,owner,48,24,married,no_rec,fixed,35,95,2500,0,900,1625
3731,good,12,owner,36,46,married,no_rec,freelance,45,58,8000,0,500,500
3732,good,30,owner,54,54,widow,no_rec,freelance,35,224,20000,0,1100,1603
3733,good,20,owner,60,44,married,no_rec,fixed,60,168,3000,0,1400,1599
3734,bad,1,rent,60,28,married,no_rec,freelance,53,179,0,0,1825,2275
3735,bad,2,priv,24,20,single,no_rec,freelance,35,107,54000,0,2000,2600
3736,good,4,owner,60,23,married,no_rec,fixed,35,160,6500,3700,1500,1661
3737,good,4,rent,36,60,married,no_rec,fixed,56,111,0,0,500,675
3738,bad,3,rent,60,26,married,no_rec,fixed,53,80,0,0,950,989
3739,good,11,owner,60,30,married,yes_rec,fixed,35,110,4000,62,1100,1347
3740,good,6,parents,60,26,married,no_rec,fixed,60,108,0,0,1200,1250
3741,good,14,rent,60,41,married,no_rec,fixed,53,181,0,0,1150,2497
3742,bad,3,parents,48,38,married,no_rec,partime,60,67,0,0,1000,1045
3743,bad,1,owner,36,36,married,no_rec,fixed,45,25,3000,2000,1100,1332
3744,good,20,owner,60,40,divorced,no_rec,freelance,60,150,5500,0,1400,1928
3745,good,20,rent,60,45,married,no_rec,fixed,92,170,0,0,1000,2415
3746,bad,0,rent,48,25,married,no_rec,fixed,60,150,0,0,1350,1450
3747,good,12,rent,48,46,married,yes_rec,fixed,104,294,0,0,1350,1352
3748,good,9,priv,48,46,married,no_rec,fixed,45,100,37000,0,800,904
3749,good,0,parents,48,28,single,no_rec,freelance,35,100,0,0,900,1400
3750,good,2,owner,48,38,married,yes_rec,fixed,75,192,23000,3000,700,970
3751,good,3,parents,60,24,single,no_rec,fixed,35,100,0,0,1500,2100
3752,bad,4,rent,48,23,married,no_rec,freelance,52,171,0,0,1150,1450
3753,good,3,priv,60,24,single,no_rec,fixed,35,245,5000,0,1300,1360
3754,bad,1,ignore,60,28,married,yes_rec,freelance,45,124,4000,0,1500,1661
3755,good,11,owner,12,26,married,yes_rec,partime,35,110,4500,2000,300,1248
3756,bad,1,rent,36,26,single,no_rec,partime,42,70,0,0,590,590
3757,bad,0,rent,48,23,single,no_rec,partime,42,72,0,0,700,875
3758,good,1,rent,60,29,married,no_rec,fixed,73,133,0,0,1000,1158
3759,good,10,parents,36,34,married,yes_rec,freelance,45,54,10000,0,600,882
3760,good,9,owner,24,30,married,no_rec,fixed,35,250,30000,0,1000,1594
3761,good,2,owner,60,28,married,no_rec,freelance,35,196,7000,3950,1600,1678
3762,good,3,parents,60,36,married,yes_rec,fixed,60,92,0,0,1100,1355
3763,good,10,owner,60,45,married,no_rec,freelance,45,325,12000,1200,1300,1833
3764,bad,3,priv,36,38,divorced,yes_rec,fixed,35,136,12500,0,3000,4800
3765,good,10,owner,48,33,married,no_rec,fixed,45,110,5000,0,1000,1160
3766,bad,2,rent,48,56,single,no_rec,freelance,51,157,11000,4500,1000,2008
3767,good,4,other,60,25,single,no_rec,fixed,35,162,0,0,1800,2999
3768,bad,7,parents,60,33,single,no_rec,partime,35,70,0,0,1300,1438
3769,good,5,parents,48,27,married,yes_rec,freelance,45,175,0,0,1000,1342
3770,good,16,parents,24,44,single,no_rec,freelance,35,86,0,0,700,950
3771,good,0,parents,24,26,single,no_rec,partime,35,69,0,0,107,125
3772,bad,7,owner,60,28,married,yes_rec,fixed,60,148,8000,0,920,1021
3773,bad,2,other,48,25,married,no_rec,fixed,35,129,0,0,1580,1925
3774,bad,3,rent,60,44,separated,yes_rec,fixed,60,150,0,0,1650,1772
3775,good,1,owner,24,38,married,no_rec,fixed,60,102,3500,0,850,1260
3776,good,7,owner,48,32,married,yes_rec,fixed,45,140,5500,0,550,1250
3777,bad,2,owner,60,24,single,no_rec,partime,35,120,3000,0,1400,1513
3778,good,1,parents,60,42,married,no_rec,fixed,60,66,7000,0,950,1589
3779,good,27,rent,24,50,married,no_rec,fixed,47,115,0,0,500,1636
3780,good,6,owner,60,31,married,no_rec,fixed,35,84,3000,0,1400,1724
3781,good,3,owner,60,26,married,no_rec,fixed,45,128,3000,0,1300,1790
3782,good,9,priv,60,32,married,no_rec,fixed,60,155,12000,5000,1200,1400
3783,bad,5,parents,24,26,single,no_rec,fixed,35,140,0,0,450,900
3784,good,3,rent,48,26,married,no_rec,fixed,58,230,0,0,1150,1316
3785,bad,20,other,60,47,married,yes_rec,fixed,105,105,0,0,750,843
3786,good,18,priv,60,49,married,no_rec,fixed,60,140,4000,0,1050,1097
3787,good,19,owner,60,54,widow,yes_rec,fixed,35,207,11000,4000,800,1336
3788,good,5,rent,36,40,separated,no_rec,fixed,43,75,0,0,400,650
3789,good,8,owner,60,33,married,no_rec,freelance,45,250,10000,0,2500,3250
3790,good,2,other,36,35,separated,no_rec,fixed,35,200,0,0,1600,1671
3791,bad,1,owner,12,56,married,no_rec,others,60,52,3500,0,500,1705
3792,good,10,owner,60,26,married,no_rec,fixed,45,135,5000,3700,1600,1767
3793,good,14,owner,36,34,married,no_rec,fixed,60,143,5000,0,1400,1939
3794,good,13,parents,48,31,married,no_rec,fixed,35,90,0,0,1000,1395
3795,good,4,ignore,60,62,married,no_rec,freelance,35,102,8000,0,1200,1405
3796,good,20,owner,60,46,single,no_rec,fixed,35,250,25000,4000,1450,1566
3797,good,15,owner,60,49,married,no_rec,fixed,60,162,5000,0,1700,2081
3798,good,24,owner,60,46,married,no_rec,fixed,60,140,6000,1000,1100,1653
3799,good,10,owner,36,36,married,no_rec,fixed,35,235,12000,1700,1500,1985
3800,good,2,parents,36,24,single,no_rec,fixed,35,60,0,0,450,750
3801,good,21,owner,24,44,married,no_rec,fixed,60,124,4000,0,800,2400
3802,bad,1,rent,60,24,married,yes_rec,partime,42,70,0,0,1700,1761
3803,good,11,owner,48,27,married,no_rec,fixed,35,140,4000,0,1500,1641
3804,good,12,owner,60,27,married,yes_rec,fixed,35,100,3000,0,1300,1359
3805,good,5,rent,36,51,married,no_rec,fixed,63,184,0,0,635,785
3806,bad,6,owner,48,26,married,yes_rec,fixed,35,90,5000,0,1390,1594
3807,good,1,rent,48,37,married,yes_rec,partime,72,116,6000,0,1400,1661
3808,good,10,owner,60,41,married,no_rec,others,35,57,5000,0,1300,1863
3809,bad,0,owner,60,27,married,no_rec,partime,75,210,7000,4800,1250,1315
3810,bad,1,owner,48,20,single,no_rec,fixed,35,53,2000,1600,1100,1100
3811,good,0,parents,60,24,single,no_rec,partime,35,111,3000,1200,850,1412
3812,good,10,owner,24,50,married,no_rec,freelance,60,200,19,0,500,1131
3813,good,10,owner,60,32,married,no_rec,fixed,60,160,4000,1800,1050,1303
3814,bad,2,owner,60,30,married,yes_rec,freelance,45,98,5000,700,1000,2200
3815,good,16,owner,60,32,married,no_rec,fixed,60,159,4000,0,1500,1736
3816,bad,0,rent,60,19,single,no_rec,others,35,14,0,0,900,1158
3817,good,10,owner,6,39,married,no_rec,freelance,75,67,8000,0,430,500
3818,bad,9,other,60,30,married,yes_rec,fixed,60,109,0,0,1250,1560
3819,bad,7,other,36,38,married,yes_rec,freelance,35,59,0,0,1000,2246
3820,good,3,parents,36,28,single,no_rec,fixed,35,74,0,0,350,550
3821,good,6,owner,48,51,married,no_rec,freelance,45,106,12000,0,1035,1410
3822,bad,0,parents,48,21,single,no_rec,partime,35,48,0,0,1850,1877
3823,bad,3,parents,60,23,single,no_rec,fixed,35,62,0,0,1100,1300
3824,good,1,owner,24,39,married,no_rec,others,35,70,4000,0,525,1771
3825,bad,3,rent,36,39,married,no_rec,fixed,90,150,0,0,300,700
3826,good,12,owner,48,39,married,no_rec,freelance,60,95,6000,0,1300,1600
3827,bad,0,priv,36,31,married,no_rec,partime,35,202,6000,0,1300,1663
3828,good,2,rent,60,24,married,no_rec,fixed,55,100,4000,0,1750,1900
3829,bad,2,priv,48,37,married,yes_rec,partime,75,115,2000,0,850,1194
3830,good,2,parents,60,24,single,no_rec,fixed,35,164,0,0,900,1516
3831,good,0,parents,24,20,single,no_rec,fixed,35,155,7000,0,1450,1688
3832,good,4,owner,48,40,married,yes_rec,fixed,60,150,3500,200,800,800
3833,bad,21,owner,60,63,married,yes_rec,fixed,60,165,3000,0,1250,1424
3834,bad,14,rent,60,38,married,no_rec,fixed,71,108,0,0,1400,1693
3835,good,25,owner,60,51,married,no_rec,fixed,35,93,3500,0,900,995
3836,bad,6,other,60,30,married,no_rec,fixed,60,133,0,0,1300,1388
3837,good,3,owner,36,37,married,no_rec,fixed,60,55,0,0,1500,2315
3838,good,13,owner,36,39,married,no_rec,fixed,35,148,14000,0,300,850
3839,good,5,parents,24,31,single,no_rec,fixed,35,130,0,0,200,1447
3840,good,16,other,60,34,married,no_rec,fixed,60,120,6000,0,1350,1487
3841,good,3,parents,48,20,single,no_rec,freelance,35,124,7000,0,1000,1362
3842,good,5,other,18,65,married,yes_rec,others,35,99,0,0,375,675
3843,good,16,rent,48,32,single,yes_rec,fixed,47,120,0,0,800,1224
3844,good,2,rent,48,29,single,no_rec,fixed,60,250,0,0,1000,1179
3845,good,0,parents,60,31,married,no_rec,others,75,37,0,0,1500,2084
3846,good,23,parents,60,37,single,no_rec,freelance,35,71,4500,0,1950,2336
3847,good,6,owner,48,55,married,no_rec,freelance,45,74,16000,1500,2000,3753
3848,bad,0,parents,36,19,single,no_rec,freelance,35,73,0,0,400,495
3849,bad,1,other,60,21,single,no_rec,partime,45,135,0,0,1100,1480
3850,bad,3,parents,60,25,married,no_rec,fixed,35,70,0,0,1300,1332
3851,good,5,owner,36,58,married,yes_rec,others,45,79,7000,0,400,1234
3852,bad,0,rent,48,20,single,yes_rec,partime,56,105,0,0,1100,1289
3853,good,9,priv,48,27,married,no_rec,fixed,45,102,5000,360,1300,1537
3854,good,0,owner,48,29,married,no_rec,others,60,50,11000,0,1000,1480
3855,good,8,owner,12,39,married,no_rec,fixed,75,160,1500,0,360,865
3856,good,24,owner,60,43,single,no_rec,fixed,35,120,3500,0,1320,1680
3857,good,3,parents,60,23,single,no_rec,fixed,35,107,0,0,800,1111
3858,good,13,owner,60,27,married,no_rec,fixed,35,253,7000,0,1060,1750
3859,good,2,rent,60,49,married,no_rec,fixed,51,155,0,0,1500,1550
3860,good,33,owner,48,61,married,no_rec,fixed,35,130,8000,0,850,1050
3861,bad,0,owner,36,31,married,yes_rec,partime,45,120,3000,150,700,850
3862,good,0,rent,60,46,separated,no_rec,fixed,57,124,0,0,940,1149
3863,good,7,parents,60,25,single,no_rec,fixed,35,75,0,0,1100,1340
3864,good,20,owner,36,37,married,yes_rec,fixed,60,150,3500,0,450,950
3865,good,10,rent,36,36,divorced,no_rec,freelance,45,100,0,0,1000,1700
3866,bad,17,owner,36,60,married,no_rec,fixed,60,78,2500,0,650,800
3867,good,1,owner,60,28,married,no_rec,fixed,45,60,4000,0,1500,2326
3868,good,10,owner,60,32,married,no_rec,fixed,45,419,5500,2500,1300,1995
3869,good,4,rent,60,25,married,no_rec,fixed,56,112,0,0,1250,1399
3870,bad,3,rent,60,32,married,no_rec,fixed,50,147,0,0,1100,1226
3871,good,31,owner,12,53,married,yes_rec,fixed,60,165,6000,0,594,1332
3872,good,3,rent,24,32,married,no_rec,fixed,61,160,0,0,400,450
3873,good,8,rent,60,46,married,no_rec,freelance,45,147,0,0,1000,1359
3874,good,0,rent,12,22,single,no_rec,freelance,38,34,0,0,700,1665
3875,good,1,rent,60,25,married,no_rec,partime,42,73,0,0,1000,1050
3876,bad,12,owner,60,37,married,no_rec,fixed,60,98,9000,200,800,1012
3877,good,2,rent,36,44,married,no_rec,partime,57,123,5000,0,900,975
3878,good,10,owner,12,36,married,no_rec,freelance,45,14,4000,0,900,1776
3879,good,1,owner,60,40,married,yes_rec,fixed,45,100,8500,0,400,1570
3880,good,0,owner,60,47,married,no_rec,freelance,45,56,6000,0,1345,1345
3881,good,3,owner,60,32,married,no_rec,fixed,45,90,6000,0,1500,2502
3882,good,1,owner,60,21,single,yes_rec,fixed,35,294,53000,0,1300,1398
3883,good,10,owner,36,50,married,no_rec,freelance,75,135,7500,0,1000,1230
3884,good,19,parents,60,34,single,no_rec,fixed,35,80,0,0,1000,1097
3885,good,0,parents,18,33,single,no_rec,fixed,35,112,6000,0,450,1196
3886,good,3,rent,60,29,married,yes_rec,fixed,55,100,0,0,930,1007
3887,good,4,owner,36,42,single,no_rec,fixed,35,115,12000,0,900,1299
3888,good,5,owner,60,37,married,no_rec,freelance,60,67,3500,196,1300,1625
3889,good,2,owner,60,24,married,no_rec,fixed,45,375,5000,0,2200,2433
3890,good,2,other,60,39,single,no_rec,fixed,35,113,0,0,1250,1499
3891,good,18,rent,36,41,single,no_rec,freelance,40,53,0,0,750,1077
3892,good,17,owner,48,55,married,yes_rec,freelance,60,73,15000,0,1900,2205
3893,bad,5,owner,48,26,single,no_rec,fixed,35,34,10000,5000,1500,2272
3894,good,19,owner,60,34,married,no_rec,fixed,60,196,7000,1000,1690,1930
3895,good,1,rent,48,24,married,no_rec,partime,41,56,0,0,1500,1935
3896,good,16,owner,48,31,married,no_rec,fixed,45,200,5000,800,1250,1646
3897,good,1,rent,48,34,married,no_rec,fixed,55,102,0,0,600,1074
3898,good,15,owner,60,43,married,no_rec,freelance,60,310,7000,0,1200,1297
3899,good,11,owner,60,33,married,no_rec,fixed,60,106,6000,0,1500,1702
3900,bad,0,parents,36,22,single,no_rec,partime,35,103,4500,0,1050,1485
3901,good,0,parents,60,41,single,no_rec,partime,35,131,4500,0,1200,1538
3902,bad,0,priv,60,43,married,no_rec,partime,45,117,2000,250,1600,1967
3903,bad,0,rent,60,25,single,yes_rec,partime,47,120,0,0,1200,1460
3904,bad,0,rent,36,18,single,yes_rec,others,38,33,0,0,300,350
3905,bad,0,parents,36,35,single,no_rec,freelance,35,43,0,0,875,950
3906,good,9,other,60,31,married,no_rec,fixed,60,130,0,0,1500,1700
3907,good,14,owner,60,40,married,no_rec,fixed,60,110,5000,0,1000,1646
3908,good,4,parents,36,20,single,no_rec,fixed,35,60,0,0,550,587
3909,good,5,parents,36,28,married,no_rec,fixed,45,107,0,0,1160,1959
